peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
106.64,1.7,V,50,0,0,0,0,2,0,N,2,3,3
50.2,1.67,M,21,90,3,0,1,6,0,N,3,4,4
69.28,1.62,M,23,0,6,2,0,0,5,N,1,4,4
74.23,1.68,V,50,0,7,3,13,9,0,N,2,3,3
55.76,1.76,V,37,140,0,6,0,0,3,N,0,1,0
76.23,1.65,M,18,0,0,6,0,0,0,N,1,2,3
102.34,1.71,M,46,0,0,0,0,0,0,N,1,3,3
109.96,1.69,V,53,0,12,0,1,2,0,N,0,0,1
45.51,1.59,M,24,40,11,0,15,5,0,N,2,1,0
104.98,1.62,V,66,0,7,0,0,3,3,N,2,3,4
89.01,1.7,V,27,0,0,0,0,0,0,S,0,2,2
81.11,1.69,M,41,0,15,4,0,11,NA,N,2,3,3
90.98,1.73,V,38,0,1,0,10,3,0,N,1,2,0
108.37,1.7,V,53,0,4,0,3,0,0,N,2,3,3
91.13,1.74,V,27,0,8,1,0,1,0,N,0,1,1
89.77,1.71,V,42,0,0,1,12,5,0,N,0,0,0
45.51,1.59,M,18,20,9,0,6,0,8,N,3,3,4
102.64,1.74,M,51,0,0,4,8,3,0,N,1,1,2
86.85,1.71,V,37,0,0,0,6,0,0,N,2,2,3
59.12,1.67,M,77,40,6,0,0,2,0,N,2,3,3
48.41,1.64,M,61,160,0,3,25,12,0,N,0,3,3
78.71,1.73,V,18,0,0,0,3,0,0,N,2,3,2
81.11,1.73,V,23,0,1,0,9,1,0,N,1,1,2
104.43,1.68,M,50,0,0,3,0,0,2,N,2,4,4
102.4,1.6,M,51,0,0,3,0,0,0,S,2,2,1
68.88,1.65,M,32,0,8,0,13,0,0,N,0,1,0
52.02,1.7,M,19,0,0,0,13,10,0,N,1,4,4
57.03,1.78,V,54,140,2,1,14,5,0,N,0,1,0
101.06,1.75,V,61,0,0,1,14,16,5,N,1,1,3
65.89,1.63,M,35,0,13,1,13,0,0,S,0,1,1
90.82,1.69,V,26,0,0,5,0,2,0,N,1,1,0
63.74,1.64,M,26,0,0,0,14,8,0,N,0,1,1
50.8,1.68,M,28,30,1,0,0,2,0,N,1,1,2
52.63,1.71,V,48,50,0,2,7,5,NA,N,2,2,0
70.32,1.76,V,38,0,0,0,15,7,0,N,1,3,3
110.82,1.69,M,66,0,2,0,11,8,0,N,0,0,1
79.61,1.64,M,51,0,0,2,8,9,0,N,2,4,4
70.51,1.65,M,33,0,0,0,18,4,0,N,1,0,0
49.6,1.66,V,18,30,9,0,8,8,0,N,0,1,0
50.2,1.67,M,46,180,2,0,0,8,0,N,2,4,4
55.32,1.68,M,23,0,3,0,15,2,6,N,1,3,4
108.19,1.71,M,41,0,2,3,0,0,0,N,1,2,1
82.63,1.63,M,56,0,8,0,10,5,0,N,2,2,3
67.63,1.7,M,18,0,11,0,1,0,0,N,2,3,3
47.24,1.62,M,48,100,3,0,9,5,0,N,3,3,2
82.35,1.79,V,31,0,10,0,10,1,0,N,2,2,2
77.36,1.59,M,18,0,0,0,1,0,NA,N,0,1,2
105.68,1.69,M,39,0,0,6,0,4,3,N,1,2,1
60.28,1.83,V,20,50,3,0,11,2,0,N,1,3,4
105.56,1.71,M,45,10,0,9,0,0,2,N,0,0,0
53.87,1.73,V,48,90,14,1,8,4,0,N,2,2,2
84.56,1.76,V,48,0,14,0,6,9,0,S,2,4,2
112.95,1.87,V,37,0,7,3,3,0,0,N,0,1,2
52.63,1.71,V,43,0,7,3,33,18,0,N,0,0,1
116.96,1.71,V,85,0,0,1,0,0,0,N,2,2,2
80.77,1.63,M,41,0,7,4,3,4,0,N,1,3,4
104.98,1.62,M,49,0,0,3,1,5,0,S,1,0,0
93.55,1.74,V,34,0,0,0,0,0,1,N,2,4,4
65.79,1.77,M,18,0,0,0,9,6,0,N,0,2,1
88.69,1.67,M,33,0,17,1,0,0,2,N,1,2,2
94.9,1.57,M,45,0,0,0,0,0,3,N,1,1,3
90.37,1.64,M,40,0,0,0,0,9,0,N,1,1,0
60.94,1.84,V,30,160,3,1,0,15,0,N,1,3,3
79.64,1.58,M,37,0,0,4,8,2,0,N,1,1,1
71.17,1.6,M,26,0,0,0,2,0,0,N,3,4,2
66.16,1.64,M,37,0,0,0,16,17,0,N,0,1,0
66.1,1.8,V,52,0,10,0,27,5,0,S,0,2,1
84.22,1.75,V,44,0,0,0,11,2,0,N,1,4,4
84.39,1.68,M,34,0,0,0,3,0,2,N,3,4,3
60.41,1.58,M,33,0,0,0,14,5,0,N,2,3,1
115.6,1.7,M,45,0,0,5,0,0,0,N,0,0,0
44.94,1.58,M,41,90,0,3,6,0,0,N,2,4,4
51.41,1.69,M,30,30,5,5,4,0,0,S,1,2,3
71.83,1.73,V,18,0,12,6,0,7,0,N,1,2,2
47.82,1.63,M,22,50,0,0,3,1,1,N,0,1,3
61.91,1.63,M,18,0,1,0,9,1,0,N,1,2,2
62.72,1.62,M,43,0,4,0,13,13,0,N,1,2,3
105.96,1.69,M,49,0,17,6,0,2,0,N,0,0,1
52.02,1.7,M,50,60,0,5,5,1,0,N,0,1,3
105.19,1.78,V,36,0,0,4,0,4,0,N,1,2,4
129.6,1.8,V,62,0,0,0,0,0,0,N,0,0,2
82.4,1.77,V,51,20,0,3,0,8,0,N,0,2,3
79.03,1.68,M,24,0,0,0,0,3,0,N,1,3,3
103.42,1.61,M,47,0,0,2,0,0,0,N,0,2,1
90.08,1.67,V,40,10,0,0,0,2,3,N,0,0,1
108.49,1.67,V,56,0,4,3,0,3,1,N,2,3,3
99,1.74,M,46,0,17,1,0,0,0,N,1,2,3
86.25,1.66,M,32,0,0,2,1,7,0,N,2,2,2
77.94,1.62,M,34,0,0,0,5,0,0,N,2,4,3
61.94,1.59,M,43,0,2,1,20,4,0,N,1,2,3
80.87,1.61,M,41,0,0,2,1,8,0,N,3,4,4
96.95,1.76,V,31,0,0,0,0,2,0,N,2,3,4
53.87,1.73,V,33,70,0,0,10,9,0,N,0,1,1
88.08,1.78,V,36,0,0,3,14,10,5,N,1,0,0
60.35,1.72,V,42,20,10,3,4,7,0,N,0,0,0
83.63,1.79,V,18,0,4,4,0,0,0,N,1,3,3
90.76,1.59,M,67,0,0,1,7,6,1,N,3,4,4
47.24,1.62,M,29,20,16,0,3,7,0,N,1,2,2
110.22,1.66,M,63,0,0,0,5,1,0,N,0,3,4
95.21,1.64,M,48,0,0,3,1,0,0,N,2,3,3
72.19,1.6,M,18,0,0,0,0,0,0,N,0,2,3
105.54,1.66,M,57,0,10,2,0,3,0,N,1,2,3
93.42,1.68,V,28,0,0,0,0,2,0,N,0,1,3
91.68,1.69,V,42,0,14,4,0,1,1,N,1,3,2
51.41,1.69,V,20,0,3,0,20,11,0,N,2,3,3
53.87,1.73,M,38,110,0,5,0,0,0,N,2,3,3
110.72,1.67,M,50,0,0,2,0,0,0,N,1,1,2
52.63,1.71,M,37,270,0,1,0,0,0,N,1,2,3
82.38,1.75,V,22,0,8,7,0,0,0,N,1,2,3
106.83,1.77,V,43,0,0,2,9,0,0,N,1,2,1
111.22,1.77,V,47,0,0,4,1,5,0,S,2,3,2
74.66,1.79,V,23,0,6,0,0,10,0,N,2,4,2
73.1,1.68,V,19,0,0,0,0,0,4,N,2,4,4
55.12,1.75,V,54,50,0,0,3,1,0,N,2,3,2
87.45,1.78,V,18,0,15,4,0,0,0,N,1,1,0
53.87,1.73,V,42,0,4,0,23,12,0,N,3,4,4
89.44,1.81,V,31,0,4,0,9,5,0,N,0,0,1
58.97,1.81,V,46,40,0,1,0,3,0,N,1,1,0
55.76,1.76,V,36,40,13,0,4,7,0,N,2,4,4
103.21,1.75,M,47,0,6,1,0,5,0,N,2,4,4
90.37,1.64,M,39,0,0,0,0,3,0,N,1,2,2
98,1.75,V,32,0,0,1,0,2,0,N,0,2,1
101.77,1.72,V,50,0,0,0,11,1,0,N,0,1,2
100.06,1.61,M,46,0,0,2,0,1,0,N,0,1,0
66.22,1.78,V,18,0,0,6,0,14,0,N,1,4,4
53.25,1.64,M,26,0,0,0,12,8,0,N,1,3,3
64.92,1.71,V,43,30,0,6,1,0,8,N,1,1,1
60.52,1.78,V,35,0,19,3,13,11,1,S,1,2,2
114.79,1.72,V,51,0,0,5,0,0,0,N,3,4,4
121.1,1.74,V,57,0,0,6,4,0,0,N,0,1,0
52.02,1.7,V,33,60,23,0,10,12,1,N,1,1,1
92.78,1.59,M,36,0,0,3,0,0,0,N,0,0,0
106.85,1.73,V,43,0,0,0,4,4,0,N,1,1,0
49,1.65,M,41,150,17,4,0,10,0,N,0,3,2
128.16,1.79,V,50,0,0,3,0,4,0,N,0,0,1
66.83,1.81,V,35,20,2,0,8,0,0,N,0,0,1
53.25,1.72,V,35,90,0,0,8,1,2,N,2,3,4
65.48,1.59,M,20,0,0,6,5,0,0,N,2,4,3
74.66,1.79,V,44,0,12,0,15,12,0,N,0,1,2
85.9,1.73,V,27,0,0,0,0,3,0,N,2,3,3
72.28,1.75,V,30,0,0,0,14,7,0,N,1,2,2
107.53,1.68,V,61,0,0,3,0,11,0,N,1,4,4
83.83,1.68,V,31,0,0,5,0,0,0,N,2,3,4
61.25,1.75,V,32,0,1,0,12,10,0,N,2,4,4
126.74,1.78,V,52,0,0,3,1,0,0,N,0,1,0
126.74,1.78,V,62,0,7,0,0,0,0,N,2,2,1
75.14,1.7,M,24,0,18,0,0,0,0,N,1,2,3
89.77,1.82,V,30,0,5,0,3,10,0,N,0,1,1
118.34,1.72,V,76,0,8,2,10,0,0,N,2,2,2
91.74,1.74,V,43,0,0,1,8,3,0,N,1,3,2
80.15,1.64,V,26,0,0,2,4,5,4,N,1,1,2
62.17,1.63,M,32,0,0,0,12,9,2,N,1,3,2
50.2,1.67,M,18,180,26,1,0,6,1,N,0,2,1
71.35,1.55,M,26,0,0,6,9,0,0,N,1,1,0
51.41,1.69,M,26,30,1,3,0,0,0,N,2,4,4
47.82,1.63,M,18,30,7,2,4,0,0,N,1,2,2
96,1.6,M,55,0,12,0,6,0,0,N,1,0,1
69.98,1.8,V,58,30,0,3,0,0,5,N,2,4,4
73.63,1.67,M,18,0,0,0,5,3,0,N,2,2,1
73.07,1.67,M,34,0,1,0,9,3,0,N,0,3,3
55.12,1.75,V,52,40,0,0,0,4,0,N,2,2,3
79.62,1.6,M,29,0,0,1,0,7,0,N,0,2,2
80.46,1.66,V,48,10,1,0,0,0,0,N,2,4,4
101.24,1.67,V,35,0,0,3,3,0,0,N,0,0,0
112.9,1.68,M,51,0,0,4,0,0,0,N,0,1,1
70.67,1.63,M,24,0,10,0,1,0,0,N,0,3,4
44.94,1.58,M,42,80,5,3,0,3,0,N,0,0,0
50.2,1.67,V,32,100,10,3,6,0,0,N,1,2,3
118.34,1.72,V,46,0,0,3,3,0,0,N,0,0,0
114.04,1.77,V,50,0,0,0,4,2,0,N,0,1,2
93.28,1.71,M,66,20,2,6,0,1,1,S,1,3,4
52.02,1.7,M,45,210,4,2,8,9,0,N,2,3,3
101.46,1.73,V,36,0,0,0,0,0,3,N,1,3,1
95.39,1.61,M,55,0,2,2,9,4,0,N,0,0,2
52.02,1.7,V,19,20,1,6,3,0,0,N,1,3,4
129.37,1.85,V,54,0,0,5,0,2,0,N,3,4,4
92.69,1.71,V,29,0,0,0,0,0,0,N,3,2,3
51.58,1.61,M,20,0,7,0,7,9,0,N,1,4,3
49.6,1.66,M,24,0,0,0,20,9,0,N,1,2,1
86.68,1.72,M,35,0,21,1,0,5,0,N,1,1,1
70.29,1.87,V,36,0,4,0,20,18,0,N,0,1,1
53.87,1.73,V,18,0,22,2,0,12,0,N,3,4,3
89.69,1.61,M,34,0,2,4,0,5,0,N,0,2,1
94.79,1.7,V,40,0,5,5,0,2,0,N,2,4,4
88.59,1.73,M,44,0,6,0,0,3,0,N,2,4,4
58.91,1.57,M,37,0,1,1,16,7,0,N,1,2,1
49.6,1.66,V,29,0,0,4,21,19,0,N,0,2,1
77.59,1.65,M,43,0,11,0,4,11,0,N,2,2,3
75.95,1.61,M,32,0,9,3,5,4,2,N,0,1,1
111.55,1.7,V,53,0,3,0,2,0,4,N,1,3,2
96.88,1.8,V,29,0,0,1,7,0,0,N,3,2,0
58.97,1.81,V,44,40,2,6,0,0,0,N,1,2,2
84.83,1.69,M,32,0,0,1,0,0,0,N,3,4,4
49.6,1.66,M,39,80,15,2,9,5,0,N,1,2,3
55.76,1.76,V,64,150,0,0,0,1,0,N,1,3,3
74.86,1.71,M,29,0,0,1,7,11,0,N,2,2,2
77.16,1.66,V,27,0,0,0,3,0,0,N,2,4,4
57.03,1.78,V,52,70,0,0,2,0,0,N,1,1,2
90.25,1.69,M,35,0,3,0,0,0,6,N,3,4,4
73.41,1.76,V,24,0,8,0,2,0,0,N,3,4,3
76.33,1.72,V,48,0,4,4,12,6,0,S,2,3,4
82.95,1.61,M,18,0,0,5,0,0,0,N,1,0,0
110.71,1.84,V,30,0,0,5,0,0,0,S,1,2,3
137.78,1.87,V,70,0,7,0,7,7,0,N,1,1,1
84.56,1.76,V,29,0,14,4,0,0,6,N,3,4,4
57.96,1.77,V,27,0,6,1,15,5,0,N,1,2,3
103.26,1.73,V,30,0,0,6,0,0,0,N,0,1,1
74.78,1.74,V,18,0,0,0,6,3,2,N,1,3,2
82.17,1.71,V,28,0,3,0,7,6,NA,N,0,1,2
95.72,1.76,V,40,0,3,0,8,2,0,N,1,2,2
58.32,1.8,V,31,20,0,4,13,12,2,N,0,1,0
103.06,1.66,V,44,0,0,0,0,0,0,N,1,2,2
50.8,1.68,V,26,20,0,2,9,4,0,N,2,3,3
60.55,1.74,V,29,20,2,0,2,1,0,N,0,0,1
94.74,1.71,M,49,0,0,5,8,5,0,N,1,3,2
107.65,1.67,M,60,0,0,2,4,8,0,N,0,2,2
44.94,1.58,M,29,110,0,0,11,5,0,N,2,4,3
47.24,1.62,M,40,40,0,0,7,3,0,N,3,4,4
55.12,1.75,V,27,0,19,0,16,0,0,N,1,2,4
49.6,1.66,M,59,170,15,0,11,6,3,N,1,2,2
50.2,1.67,M,40,50,0,0,9,0,0,N,1,2,0
99,1.77,V,66,0,0,1,18,7,0,N,1,3,4
100.86,1.73,M,32,0,0,2,0,0,2,N,2,2,2
105.36,1.74,M,37,0,14,4,0,5,0,N,1,0,0
100.78,1.62,M,52,0,0,1,5,0,2,N,1,2,3
51.41,1.69,V,59,80,2,4,4,2,0,N,0,0,1
82.27,1.67,M,33,0,0,4,12,0,0,N,1,1,2
73.37,1.79,V,51,0,9,1,17,21,0,N,1,2,1
118.33,1.76,V,53,0,0,0,1,1,0,N,2,4,3
93.05,1.77,V,24,0,8,4,0,0,0,N,0,1,2
70.97,1.78,V,41,10,0,5,12,10,0,N,2,2,2
53.87,1.73,M,27,80,16,4,10,0,2,N,2,2,4
47.24,1.62,M,28,90,1,0,3,0,0,N,0,1,0
84.47,1.74,V,34,0,0,1,10,11,1,N,2,1,2
49.6,1.66,M,38,20,9,0,1,5,0,N,2,3,4
57.22,1.74,V,38,0,10,2,15,13,0,N,2,3,2
102.29,1.75,V,52,0,6,0,13,6,0,N,0,1,1
92.39,1.81,V,33,0,0,0,10,0,0,N,2,3,3
72.42,1.65,M,44,0,31,6,0,0,0,N,2,4,4
50.39,1.62,M,20,10,0,1,0,0,0,N,1,4,4
109.54,1.73,V,54,0,0,2,5,1,0,N,2,3,2
52.02,1.7,V,61,110,0,1,0,0,0,N,0,2,1
112.61,1.68,M,73,0,5,0,5,2,0,N,2,3,2
115.79,1.71,V,55,0,0,3,7,5,0,N,0,1,0
83.26,1.68,M,26,0,5,2,0,0,0,N,1,2,3
124.82,1.81,V,55,0,0,0,0,6,0,N,2,3,2
119.72,1.73,M,58,0,13,0,0,0,0,N,1,0,0
55.76,1.76,V,44,30,19,0,9,9,0,N,2,2,2
46.66,1.61,M,54,150,0,0,0,0,0,S,2,3,3
95.94,1.67,M,45,0,0,1,0,3,0,N,2,4,3
60.07,1.66,M,21,0,1,3,11,4,0,N,0,1,2
79.14,1.58,M,64,10,2,2,8,9,0,N,1,1,0
76.85,1.84,V,43,0,0,2,25,14,4,N,0,1,2
101.68,1.66,M,47,0,0,5,0,0,0,N,2,3,3
92.29,1.65,M,32,0,0,4,0,0,0,N,2,2,1
45.51,1.59,M,18,0,10,0,7,12,0,N,1,3,2
69.93,1.64,M,35,0,0,2,8,9,0,N,3,3,4
82.39,1.66,M,42,0,13,1,0,0,9,N,3,4,4
110.2,1.74,V,56,0,0,1,10,1,0,N,0,1,2
106.88,1.75,V,58,0,12,2,1,2,1,N,3,4,4
52.02,1.7,M,31,100,2,3,0,0,8,N,3,4,2
93.56,1.79,V,47,0,0,1,10,10,0,N,2,3,3
44.94,1.58,M,60,80,9,0,15,1,0,N,2,4,3
87.04,1.76,V,31,0,0,0,5,5,0,N,1,2,2
128.16,1.79,V,47,0,0,0,0,0,0,N,0,1,1
107.58,1.64,V,45,0,0,3,0,0,0,N,1,1,3
114.61,1.82,V,46,0,5,2,1,3,0,N,2,3,4
71.97,1.75,V,28,0,21,2,0,0,0,N,3,4,4
59.55,1.68,M,22,0,14,3,6,13,3,N,0,2,0
89.77,1.82,V,48,0,5,4,12,7,0,N,2,4,4
87.9,1.66,M,31,0,0,3,0,6,0,N,1,2,3
68.69,1.61,M,18,0,15,2,0,7,0,N,0,0,0
82.96,1.74,M,18,0,0,3,0,0,0,N,2,3,3
86.46,1.67,V,47,0,14,3,0,0,0,N,2,4,4
81.88,1.62,M,36,0,1,2,6,1,0,N,1,3,3
133.96,1.83,V,48,0,0,2,5,0,0,N,1,0,0
63.16,1.71,V,43,0,0,2,17,13,0,N,2,3,4
58.97,1.81,V,50,60,0,1,10,5,2,N,1,3,4
52.63,1.71,M,30,0,18,0,18,13,0,N,2,4,4
120.66,1.75,V,67,0,18,6,3,1,5,N,1,2,1
77.48,1.75,V,18,0,0,0,0,0,2,S,3,4,3
55.71,1.74,V,18,0,10,0,5,9,0,N,1,3,3
62.1,1.78,V,29,0,19,4,9,11,0,S,0,1,3
111.56,1.67,M,70,10,1,0,4,3,1,N,0,0,0
60.28,1.83,V,47,40,0,3,4,0,0,N,1,2,1
58.97,1.81,V,35,130,14,2,9,0,3,N,4,4,4
71.09,1.66,M,52,20,4,3,0,4,0,N,3,3,2
84.39,1.68,M,18,0,0,5,0,0,0,N,1,2,3
80.31,1.65,M,26,0,5,0,5,0,2,N,1,2,2
102.48,1.83,M,49,0,0,1,17,11,0,N,0,0,1
55.12,1.75,V,34,80,16,7,0,0,0,N,2,4,3
86.7,1.7,V,48,0,1,1,9,14,0,N,1,3,2
70.22,1.82,V,28,0,1,1,16,8,0,N,1,2,1
111.34,1.73,V,58,0,0,2,6,10,0,N,0,2,0
88.14,1.7,V,42,0,0,0,5,0,2,S,2,4,4
55.12,1.75,V,51,40,12,3,11,20,0,N,2,4,4
71.89,1.72,V,31,0,0,4,5,4,0,N,3,4,4
50.2,1.67,M,40,140,0,0,11,8,11,N,0,1,2
68.17,1.61,M,29,10,0,1,0,7,0,N,1,2,1
86.18,1.78,V,20,0,0,1,0,10,0,N,2,1,2
105.7,1.64,M,53,0,0,0,3,0,0,N,1,2,2
74.65,1.61,M,30,0,7,3,5,0,0,S,1,2,2
114.24,1.69,M,57,0,0,3,2,0,0,N,1,2,1
103.68,1.61,M,77,0,0,1,0,2,0,N,1,3,1
77.86,1.65,M,31,0,1,0,1,0,1,N,3,4,4
55.55,1.6,M,21,10,6,0,5,0,0,N,0,1,1
85.82,1.62,M,32,0,8,5,0,5,0,N,0,0,0
57.02,1.71,V,70,40,7,0,0,0,0,S,2,4,3
64.74,1.7,V,67,20,0,2,14,4,0,N,2,4,4
52.02,1.7,M,32,10,0,0,16,16,0,N,0,1,1
89.6,1.77,V,37,0,11,5,4,7,0,N,1,1,2
104.19,1.62,M,56,0,0,4,6,0,0,N,2,2,1
84.8,1.71,V,42,0,0,2,11,10,4,N,1,2,2
49,1.65,M,44,40,2,4,0,2,0,N,1,1,3
121.11,1.79,V,46,0,6,2,0,3,0,N,2,1,2
52.02,1.7,V,30,20,0,0,20,11,0,N,2,3,4
56.39,1.77,V,18,40,1,0,20,7,0,N,1,0,2
90.54,1.62,M,42,0,0,2,0,0,0,N,1,3,4
83.92,1.71,V,38,0,11,0,3,1,0,N,2,3,2
63.03,1.67,M,18,10,0,0,0,0,2,N,2,2,2
97.1,1.62,M,51,0,8,3,0,1,0,N,1,3,2
53.84,1.72,V,21,0,0,0,11,13,0,N,2,3,2
52.02,1.7,M,18,160,0,1,15,4,0,N,2,2,3
103.85,1.73,V,69,0,0,5,19,0,0,N,1,3,4
50.2,1.67,M,46,50,5,3,10,0,0,N,2,3,2
115.08,1.72,M,52,0,0,2,0,0,0,N,1,2,2
51.41,1.69,M,41,110,23,1,0,0,0,N,1,2,4
62.87,1.71,V,49,0,9,0,18,7,0,N,3,3,4
91.2,1.51,M,58,0,1,1,0,0,0,N,1,2,4
49.6,1.66,M,39,60,15,4,0,5,0,N,0,1,2
76.61,1.66,M,37,0,0,1,6,5,1,N,2,4,2
47.24,1.62,M,20,190,0,6,0,6,0,N,0,1,2
65.19,1.81,V,18,0,1,0,13,4,0,N,0,2,3
86.26,1.71,M,41,0,0,0,7,0,1,N,1,4,4
106.92,1.8,V,32,0,0,4,0,3,0,N,2,2,2
59.44,1.64,M,25,0,5,0,10,0,0,N,0,4,4
126.74,1.78,V,50,0,0,5,0,7,0,N,0,0,0
57.03,1.78,V,53,30,15,1,6,1,0,N,2,3,2
78.72,1.74,V,42,0,0,2,10,7,0,N,2,4,4
64.95,1.78,V,19,0,0,0,14,13,0,N,0,1,1
86.67,1.75,V,46,0,0,1,11,9,5,N,3,4,3
53.25,1.72,V,18,170,0,0,16,11,0,N,1,2,4
122.5,1.75,V,55,0,0,8,0,3,0,S,0,1,2
97.05,1.82,V,50,0,0,2,14,12,0,S,1,2,1
55.76,1.76,V,45,40,2,0,0,0,0,N,2,3,3
65.12,1.69,M,30,0,1,1,9,1,2,N,3,4,4
125.6,1.79,V,43,0,0,0,0,0,0,N,0,2,0
95.4,1.68,M,28,0,3,4,0,0,0,S,0,1,0
46.08,1.6,M,45,70,9,0,14,6,0,N,2,2,1
96.49,1.84,V,58,0,0,0,18,5,0,N,3,4,4
119.72,1.73,V,50,0,3,0,0,1,0,N,0,0,0
97.17,1.84,V,62,0,16,2,12,3,0,N,2,3,3
122.66,1.76,V,47,0,6,2,0,2,0,N,0,0,0
118.33,1.76,V,58,0,6,2,0,0,1,S,2,3,3
50.2,1.67,M,56,80,0,0,0,0,0,N,2,3,3
68.44,1.78,V,18,0,0,1,13,12,0,N,0,0,0
76.99,1.61,M,18,0,0,4,0,1,2,N,1,1,1
112.29,1.71,V,71,0,0,0,9,7,0,N,1,3,2
67.52,1.65,M,19,0,0,2,0,19,0,N,1,2,1
49,1.65,M,24,60,12,4,0,6,0,N,2,2,1
78.46,1.88,V,18,0,12,1,5,10,0,N,0,0,0
68.72,1.71,M,23,0,6,3,4,2,0,N,2,3,4
68.24,1.73,V,35,0,9,2,8,11,0,N,3,4,4
76.3,1.7,V,18,0,0,0,2,0,0,N,1,2,3
116.96,1.71,M,62,0,6,3,0,3,0,N,0,1,1
109.9,1.74,V,43,0,0,0,3,0,1,N,0,2,3
86.87,1.64,M,47,0,26,4,0,0,3,N,1,1,1
62.27,1.86,V,18,0,11,3,17,16,0,N,2,2,1
85.2,1.72,V,19,0,0,1,0,3,0,N,0,0,1
62.72,1.62,M,43,20,7,1,0,0,0,N,1,2,2
131.7,1.84,V,62,0,3,1,6,2,NA,N,2,1,2
53.25,1.72,M,35,0,0,0,21,11,0,N,2,3,4
106.4,1.68,M,61,0,4,0,2,1,0,N,3,4,4
90.34,1.75,V,18,0,0,6,0,0,0,N,1,3,2
86.59,1.74,V,33,0,0,0,6,8,0,N,2,2,3
55.76,1.76,V,18,50,0,0,0,0,0,N,1,2,2
100.88,1.72,V,34,0,0,1,0,0,2,N,1,2,3
107.41,1.78,V,58,10,0,7,0,4,0,N,3,4,3
111.56,1.67,V,43,0,0,5,0,0,0,N,1,0,0
116.96,1.71,M,79,0,1,2,12,12,0,N,1,0,0
90.93,1.65,M,41,0,0,0,5,0,3,N,1,2,3
88.69,1.67,M,34,0,9,5,0,0,0,N,1,2,3
65.82,1.67,M,37,0,4,0,14,6,0,N,1,3,3
69.7,1.65,M,58,0,8,6,15,8,0,N,3,4,4
51.41,1.69,M,19,40,5,0,0,1,0,N,0,2,1
76.33,1.66,M,30,0,0,0,2,13,0,N,1,2,2
115.54,1.76,V,55,0,16,0,0,0,0,N,2,3,1
49.6,1.66,M,44,90,0,5,5,2,9,N,2,1,1
52.02,1.7,M,24,70,4,3,0,0,1,N,0,0,1
51.41,1.69,V,53,90,5,0,9,11,5,N,2,4,4
53.87,1.73,M,42,60,0,1,7,0,0,N,0,1,2
80.24,1.63,M,38,0,4,2,3,0,2,N,2,3,3
80.61,1.61,M,39,0,1,1,0,7,0,N,2,4,4
59.68,1.67,M,18,0,20,5,0,7,5,N,1,3,1
57.67,1.79,V,29,0,0,0,22,5,0,N,1,2,2
86.49,1.81,V,31,0,0,2,14,0,0,N,1,1,1
47.82,1.63,M,34,70,10,0,2,11,3,N,2,4,3
108.66,1.7,M,47,0,1,0,0,0,5,N,1,3,3
61.59,1.64,M,36,20,0,4,0,0,0,N,0,2,3
102.21,1.79,V,30,0,0,4,0,0,0,N,1,3,1
58.85,1.76,V,33,0,0,0,19,16,0,N,0,1,2
84.24,1.8,V,48,0,0,3,19,8,0,N,0,1,2
99.58,1.6,M,69,0,0,0,11,12,0,N,0,0,0
49.6,1.66,V,34,140,0,3,3,0,0,N,0,3,3
76.03,1.71,M,38,0,15,0,5,0,0,N,3,4,4
103.85,1.74,V,59,0,12,0,11,12,0,N,0,0,0
90.62,1.6,M,53,0,5,2,5,1,0,N,1,2,2
111.04,1.73,V,50,0,0,0,7,7,0,N,0,0,0
101.61,1.68,M,69,0,5,0,5,13,0,N,2,4,3
46.66,1.61,M,40,40,0,0,1,0,0,N,2,2,1
117.61,1.8,V,71,0,0,0,8,8,0,N,2,3,4
55.76,1.76,V,37,50,3,0,5,5,1,N,0,3,4
122.08,1.79,V,56,0,13,3,5,3,0,N,1,0,0
107.45,1.73,V,47,0,0,0,2,0,3,N,1,3,3
45.51,1.59,M,28,50,20,0,0,0,2,N,2,3,4
43.8,1.56,M,49,40,3,0,7,12,0,N,0,0,0
113,1.7,V,66,0,12,1,0,0,0,N,3,4,3
99.86,1.58,M,66,0,0,3,0,0,0,N,0,0,0
77.22,1.73,V,44,0,19,0,9,6,0,N,2,3,1
110.58,1.76,V,34,0,0,0,1,0,0,N,0,0,2
57.51,1.7,M,45,0,16,4,25,9,0,N,0,1,1
53.25,1.72,V,33,0,0,0,20,10,0,N,1,4,3
115.6,1.7,V,72,0,0,3,4,4,0,N,0,1,0
104.86,1.67,V,57,0,0,7,6,11,0,N,1,1,1
92.18,1.75,V,20,0,4,1,1,3,0,N,1,1,1
47.82,1.63,M,44,50,5,0,1,0,9,N,1,1,2
70.18,1.77,M,52,10,2,3,15,3,3,N,1,3,4
50.2,1.67,M,41,220,0,3,11,8,3,N,3,4,4
49.6,1.66,M,18,10,13,4,4,0,0,N,1,2,4
59.62,1.82,V,37,80,0,3,7,0,2,N,2,3,3
64.62,1.71,V,54,0,5,4,21,10,0,N,2,4,4
88.97,1.67,M,40,0,2,0,10,0,0,N,1,1,0
53.25,1.72,V,18,130,0,0,8,12,0,N,1,3,4
54.78,1.6,M,35,10,0,3,11,5,0,N,2,2,3
73.04,1.55,M,21,0,0,0,5,6,0,N,0,0,0
